STATUT AMM,STATUT COMMERCIALISATION,SPECIALITE,DOSAGE,FORME,PRESENTATION,PP GN,SUBSTANCE ACTIVE,CLASSE THERAPEUTIQUE,EPI,PPV,PH,PFHT,CODE,TVA,Start of Week 1 Stock,Week 1 Sales,End of Week 1 Stock,Start of Week 2 Stock,Week 2 Sales,End of Week 2 Stock,Start of Week 3 Stock,Week 3 Sales,End of Week 3 Stock,Start of Week 4 Stock,Week 4 Sales,End of Week 4 Stock,Selling Speed,Reorder Point,Shortage
AMM ENREGISTREE,Commercialisé AO / Export,EPILEPTOL,"0,0576",SIROP,0,GN,VALPROATE DE SODIUM,NEUROLOGIE-PSYCHIATRIE,GALENICA,"41,20","25,80","24,54",1419,,87,34,53,53,34,19,47,11,36,36,4,32,Medium,30,False
AMM ENREGISTREE,Commercialisé / AO,EPILEPTOL,"0,2",SOLUTION,BUVABLE,GN,VALPROATE DE SODIUM,NEUROLOGIE-PSYCHIATRIE,GALENICA,"41,30","25,80","24,56",1420,,129,27,102,102,28,74,74,10,64,64,8,56,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,EPILEPTOL,200 MG,COMPRIME,BOITE DE 40,GN,VALPROATE DE SODIUM,NEUROLOGIE-PSYCHIATRIE,GALENICA,"32,70","20,40","19,47",1421,,113,40,73,73,0,73,73,26,47,47,43,4,Medium,30,True
AMM ENREGISTREE,Commercialisé AO / Export,EPILEPTOL,500 MG,COMPRIME,BOITE DE 40,GN,VALPROATE DE SODIUM,NEUROLOGIE-PSYCHIATRIE,GALENICA,"67,30","42,00","40,05",1422,,148,41,107,107,9,98,98,21,77,77,32,45,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,ERGIC,"0,5 MG / ML",SOLUTION BUVABLE,FLACON DE 60 ML,GN,DESLORATADINE,ALLERGOLOGIE,GALENICA,"23,40","14,60","13,91",1423,,53,45,8,8,6,2,37,0,37,37,0,37,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,ETHAM,500 MG,COMPRIME,BOITE DE 50,GN,ETHAMBUTOL,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"67,20","42,00","40,00",1424,,97,27,70,70,25,45,93,43,50,50,2,48,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,ETHIONAL,250 MG,COMPRIME,BOITE DE 40,GN,ETHIONAMIDE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"139,30","87,10","82,92",1425,,51,9,42,42,25,17,17,8,9,9,6,3,Slow,20,True
AMM ENREGISTREE,Commercialisé AO / Export,FITEX,0,CREME,TUBE DE 15 G,GN,TERBINAFINE,DERMATOLOGIE,GALENICA,"31,80","19,80","18,91",1426,,111,46,65,65,33,32,32,25,7,7,3,4,Medium,30,True
AMM ENREGISTREE,Commercialisé AO / Export,FITEX,"0,01",SOLUTION,FLACON DE 15 ML,GN,TERBINAFINE,DERMATOLOGIE,GALENICA,"31,30","19,60","18,64",1427,,73,15,58,58,15,43,43,15,28,28,28,0,Slow,20,True
AMM ENREGISTREE,Commercialisé AO / Export,FITEX,"0,01",SOLUTION,FLACON DE 30 ML,GN,TERBINAFINE,DERMATOLOGIE,GALENICA,"55,10","34,40","32,80",1428,,57,11,46,46,29,17,17,9,8,8,5,3,Slow,20,True
AMM ENREGISTREE,Commercialisé AO / Export,FITEX,250 MG,COMPRIME,BOITE DE 14,GN,TERBINAFINE,DERMATOLOGIE,GALENICA,"126,20","78,80","75,10",1429,,200,50,150,150,39,111,111,14,97,97,27,70,Fast,40,False
AMM ENREGISTREE,Commercialisé AO / Export,FITEX,250 MG,COMPRIME,BOITE DE 28,GN,TERBINAFINE,DERMATOLOGIE,GALENICA,"239,00","149,50","142,41",1430,,88,25,63,63,14,49,49,0,49,49,46,3,Medium,30,True
AMM ENREGISTREE,Commercialisé,FONDERMA,"0,005",EMULSION,FLACON DE 60 ML,GN,PYRITHIONE,DERMATOLOGIE,GALENICA,"13,30","8,30","7,90",1431,,64,10,54,54,37,17,17,6,11,43,5,38,Slow,20,False
AMM ENREGISTREE,Commercialisé,FONDERMA,"0,01",SOLUTION,FLACON DE 60 ML,GN,PYRITHIONE,DERMATOLOGIE,GALENICA,"14,50","9,10","8,65",1432,,110,49,61,61,32,29,29,27,2,41,0,41,Medium,30,False
AMM ENREGISTREE,Commercialisé,GASTROGEL,400 MG / 400 MG,COMPRIME,BOITE DE 40,GN,ALUMINIUM (HYDROXYDE) // HYDROXYDE DE MAGNESIUM,GASTRO-ENTEROLOGIE,GALENICA,"14,30","8,90","8,51",1433,,66,37,29,29,2,27,27,27,0,0,0,0,Slow,20,True
AMM ENREGISTREE,Commercialisé,GASTROGEL,"3,490 G / 3,990 G",SUSPENSION BUVABLE,FLACON DE 250 ML,GN,ALUMINIUM (HYDROXYDE) // HYDROXYDE DE MAGNESIUM,GASTRO-ENTEROLOGIE,GALENICA,"19,10","11,90","11,35",1434,,130,15,115,148,32,116,116,1,115,115,6,109,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,GLYAZID,80 MG,COMPRIME,BOITE DE 20,GN,GLICLAZIDE,METABOLISME NUTRITION DIABETE,GALENICA,"29,70","18,60","17,68",1435,,58,29,29,29,21,8,51,5,46,46,1,45,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,GLYAZID,80 MG,COMPRIME,BOITE DE 60,GN,GLICLAZIDE,METABOLISME NUTRITION DIABETE,GALENICA,"83,40","52,20","49,67",1436,,51,48,3,3,1,2,2,1,1,1,0,1,Slow,20,True
AMM ENREGISTREE,Commercialisé,HEC,0,POMMADE,TUBE DE 25 G,GN,TANIN OFFICINAL // HAMAMELIS VIRGINIANA // PHENAZONE,HEMATOLOGIE ET HEMOSTASE,GALENICA,"9,50","5,90","5,65",1437,,145,42,103,103,23,80,80,12,68,68,40,28,Medium,30,True
AMM SUSPENDUE,Suspendu du Marché,HEXAPNEUMINE,0,COMPRIME DRAGEFIE,BOITE DE 20,GN,BICLOTHYMOL // EUCALYPTOL // PARACETAMOL // PHOLCODINE,ANTALGIQUES,GALENICA,"28,20","17,60","16,80",1438,,105,3,102,148,13,135,135,49,86,86,24,62,Medium,30,False
AMM SUSPENDUE,Suspendu du Marché,HEXAPNEUMINE ENFANT,300 MG / 20 MG / 200 MG / 100 MG,SIROP,FLACON DE 200 ML,GN,BICLOTHYMOL // MALEATE DE CHLORPHENAMINE // GUAIFENESINE // PHOLCODINE,PNEUMOLOGIE,GALENICA,"21,50","13,50","12,82",1439,,132,42,90,90,18,72,72,7,65,65,8,57,Slow,20,False
AMM SUSPENDUE,Suspendu du Marché,HEXAPNEUMINE ADULTE,"0,16 G / 0,14 G / 0,40 G / 0,015 G",SUPPOSITOIRE,BOITE DE 6,GN,BICLOTHYMOL // EUCALYPTOL // PARACETAMOL // PHOLCODINE,ANTALGIQUES,GALENICA,"16,70","10,40","9,93",1440,,101,38,63,63,14,49,49,39,10,10,0,10,Medium,30,True
AMM SUSPENDUE,Suspendu du Marché,HEXAPNEUMINE ADULTE,"396 MG / 26,60 MG / 400 MG / 266 MG",SIROP,FLACON DE 200 ML,GN,BICLOTHYMOL // MALEATE DE CHLORPHENAMINE // GUAIFENESINE // PHOLCODINE,PNEUMOLOGIE,GALENICA,"25,30","15,80","15,05",1441,,194,47,147,147,38,109,146,26,120,120,26,94,Fast,40,False
AMM SUSPENDUE,Suspendu du Marché,HEXAPNEUMINE ENFANT,"0,08 G / 0,07 G / 0,20 G / 0,005 G",SUPPOSITOIRE,BOITE DE 6,GN,BICLOTHYMOL // EUCALYPTOL // PARACETAMOL // PHOLCODINE,ANTALGIQUES,GALENICA,"15,10","9,50","9,01",1442,,104,18,86,86,12,74,74,50,24,24,12,12,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,HEXASPRAY,5 MG,COLLUTOIRE,FLACON DE 30 G,GN,BICLOTHYMOL,STOMATOLOGIE,GALENICA,"36,40","22,70","21,67",1443,,93,25,68,107,11,96,96,16,80,80,29,51,Medium,30,False
AMM ENREGISTREE,Commercialisé,HEXIDYL,0,BAIN DE BOUCHE,FLACON DE 200 ML,GN,HEXETIDINE,STOMATOLOGIE,GALENICA,"11,90","7,40","7,09",1444,,82,20,62,62,11,51,51,23,28,28,7,21,Slow,20,False
AMM ENREGISTREE,Commercialisé,I P P,20 MG,GELULE,BOITE DE 14,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,GALENICA,"49,30","30,80","29,37",1445,,62,24,38,38,18,20,20,10,10,10,1,9,Slow,20,True
AMM ENREGISTREE,Commercialisé,I P P,20 MG,GELULE,BOITE DE 28,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,GALENICA,"88,80","55,50","52,84",1446,,199,4,195,195,42,153,153,50,103,103,42,61,Fast,40,False
AMM ENREGISTREE,Commercialisé,INONGAN,0,POMMADE,TUBE DE 55 G,GN,SALICYLATE DE METHYLE // CAMPHRE // CAMPOULEHRE,ANTI-INFLAMMATOIRES,GALENICA,"12,40","7,70","7,37",1447,,74,35,39,39,16,23,23,15,8,56,1,55,Slow,20,False
AMM ENREGISTREE,Commercialisé,IPP,20 MG,GELULE,BOITE DE 56,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,GALENICA,"129,00","80,60","76,77",1448,,113,46,67,67,24,43,79,13,66,66,12,54,Medium,30,False
AMM ENREGISTREE,Commercialisé,IPP,20 MG,GELULE,BOITE DE 7,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,GALENICA,"20,60","12,80","12,24",1449,,160,39,121,121,4,117,117,35,82,112,3,109,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,ISO-BK,150 MG / 100 MG,GELULE,BOITE DE 100,GN,RIFAMPICINE // ISONIAZIDE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"160,10","100,10","95,32",1450,,86,13,73,73,23,50,77,25,52,52,20,32,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,ISO-BK,300 MG / 150 MG,GELULE,BOITE DE 100,GN,RIFAMPICINE // ISONIAZIDE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"281,00","187,30","178,37",1451,,150,6,144,177,25,152,152,35,117,117,27,90,Medium,30,False
AMM ENREGISTREE,Commercialisé,ISOF,400 MG,COMPRIME PELLICULE,BOITE DE 28,GN,SOFOSBUVIR,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"3000,00","2676,00","2549,02",1452,,141,49,92,92,46,46,46,37,9,57,8,49,Fast,40,False
AMM ENREGISTREE,Commercialisé AO / Export,ISONIAL,150 MG,COMPRIME,BOITE DE 100,GN,ISONIAZIDE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"27,70","17,30","16,47",1453,,177,30,147,147,5,142,142,13,129,129,49,80,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,ISONIAL,50 MG,COMPRIME,BOITE DE 100,GN,ISONIAZIDE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"26,20","16,30","15,58",1454,,185,32,153,153,23,130,130,50,80,127,43,84,Fast,40,False
AMM ENREGISTREE,Commercialisé,LACTULAX,0,SIROP,FLACON DE 200 ML,GN,LACTULOSE,GASTRO-ENTEROLOGIE,GALENICA,"35,30","22,00","21,00",1455,,125,37,88,112,44,68,68,19,49,49,14,35,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,LODIPINE GALENICA,10 MG,COMPRIME,BOITE DE 14,GN,AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"38,90","24,30","23,16",1456,,50,46,4,4,2,2,2,0,2,32,0,32,Slow,20,False
AMM ENREGISTREE,Commercialisé Export,LODIPINE GALENICA,10 MG,COMPRIME,BOITE DE 30,GN,AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"70,90","44,30","42,20",1457,,56,13,43,43,37,6,6,1,5,5,5,0,Slow,20,True
AMM ENREGISTREE,Commercialisé AO / Export,LODIPINE GALENICA,5 MG,COMPRIME,BOITE DE 14,GN,AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"19,00","11,90","11,31",1458,,166,24,142,142,27,115,149,1,148,148,24,124,Slow,20,False
AMM ENREGISTREE,Commercialisé Export,LODIPINE GALENICA,5 MG,COMPRIME,BOITE DE 30,GN,AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"36,20","22,60","21,55",1459,,118,20,98,98,3,95,95,41,54,54,42,12,Medium,30,True
AMM ENREGISTREE,Commercialisé AO / Export,LYSOPURIC,100 MG,COMPRIME,BOITE DE 100,GN,ALLOPURINOL,RHUMATOLOGIE,GALENICA,"34,30","21,40","20,42",1460,,77,9,68,68,48,20,20,13,7,7,1,6,Slow,20,True
AMM ENREGISTREE,Commercialisé,LYSOPURIC,100 MG,COMPRIME,BOITE DE 50,GN,ALLOPURINOL,RHUMATOLOGIE,GALENICA,"24,40","15,30","14,55",1461,,132,33,99,99,44,55,55,20,35,60,31,29,Fast,40,True
AMM ENREGISTREE,Non Commercialisé,MEBIZOL,"0,02",SUSPENSION,FLACON DE 30 ML,GN,MEBENDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"15,20","9,50","9,07",1462,,151,42,109,109,32,77,77,28,49,49,25,24,Fast,40,True
AMM ENREGISTREE,Non Commercialisé,MEBIZOL,100 MG,COMPRIME,BOITE DE 6,GN,MEBENDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"13,40","8,30","7,96",1463,,182,25,157,157,35,122,122,17,105,147,13,134,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,MEPRAMIDE,"0,0024",GOUTTE BUVABLE,FLACON DE 60 ML,GN,BROMOPRIDE,GASTRO-ENTEROLOGIE,GALENICA,"16,90","10,50","10,04",1464,,141,35,106,106,14,92,92,1,91,129,15,114,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,MEPRAMIDE,10 MG,COMPRIME,BOITE DE 20,GN,BROMOPRIDE,GASTRO-ENTEROLOGIE,GALENICA,"33,50","21,00","19,97",1465,,150,2,148,148,7,141,164,37,127,127,33,94,Slow,20,False
AMM ENREGISTREE,Commercialisé,MEPRAMIDE,"0,01",SOLUTION BUVABLE,FLACON DE 125 ML,GN,BROMOPRIDE,GASTRO-ENTEROLOGIE,GALENICA,"26,30","16,50","15,69",1466,,103,30,73,111,25,86,86,2,84,84,39,45,Medium,30,False
AMM ENREGISTREE,Commercialisé,METROZAL,"0,04",SUSPENSION BUVABLE,FLACON DE 120 ML,GN,METRONIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"22,90","14,30","13,63",1467,,53,47,6,6,4,2,2,1,1,1,0,1,Slow,20,True
AMM ENREGISTREE,Commercialisé,METROZAL,250 MG,COMPRIME,BOITE DE 20,GN,METRONIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"17,10","10,70","10,21",1468,,58,38,20,20,0,20,20,20,0,0,0,0,Slow,20,True
AMM ENREGISTREE,Commercialisé,METROZAL,500 MG,COMPRIME,BOITE DE 20,GN,METRONIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"30,40","19,00","18,08",1469,,183,32,151,151,48,103,151,36,115,115,38,77,Fast,40,False
AMM ENREGISTREE,Commercialisé,METROZAL,500 MG,OVULE,BOITE DE 10,GN,METRONIDAZOLE,GYNECOLOGIE,GALENICA,"25,90","16,20","15,43",1470,,149,50,99,99,41,58,58,11,47,47,23,24,Fast,40,True
AMM ENREGISTREE,Commercialisé,MORIDIL,0,POMMADE,TUBE DE 20 G,GN,CARRAGHENATE // OXYDE DE ZINC // DIOXYDE DE TITANE // LIDOCAINE,GASTRO-ENTEROLOGIE,GALENICA,"12,40","7,70","7,37",1471,,83,8,75,75,39,36,36,5,31,31,13,18,Slow,20,True
AMM ENREGISTREE,Commercialisé,MORIDIL,0,SUPPOSITOIRE,BOITE DE 12,GN,CARRAGHENATE // OXYDE DE ZINC // DIOXYDE DE TITANE // LIDOCAINE,GASTRO-ENTEROLOGIE,GALENICA,"16,20","10,10","9,65",1472,,186,33,153,153,12,141,189,28,161,161,37,124,Medium,30,False
AMM ENREGISTREE,Commercialisé,MUCOCIL ADULTE,"0,05",SIROP,FLACON DE 125 ML,GN,CARBOCISTEINE,PNEUMOLOGIE,GALENICA,"18,20","11,40","10,82",1473,,162,12,150,150,32,118,118,35,83,83,23,60,Medium,30,False
AMM ENREGISTREE,Commercialisé,MUCOCIL ADULTE,"0,05",SIROP,FLACON DE 300ML,GN,CARBOCISTEINE,PNEUMOLOGIE,GALENICA,"43,40","27,10","25,81",1474,,148,14,134,134,48,86,109,47,62,62,9,53,Medium,30,False
AMM ENREGISTREE,Commercialisé,MUCOCIL ENFANT,"0,02",SIROP,FLACON DE 125 ML,GN,CARBOCISTEINE,PNEUMOLOGIE,GALENICA,"12,10","7,60","7,20",1475,,107,13,94,94,12,82,121,21,100,100,7,93,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,NEOMOX,1 G / ML,INJECTABLE,1 AMPOULE,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"14,10","8,80","8,42",1476,,101,21,80,80,29,51,51,35,16,16,5,11,Medium,30,True
AMM ENREGISTREE,Commercialisé,NEOMOX,1 G,COMPRIME DISPERSIBLE,BOITE DE 12,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"51,40","32,10","30,59",1477,,197,47,150,150,6,144,144,43,101,101,5,96,Medium,30,False
AMM ENREGISTREE,Commercialisé,NEOMOX,1 G,COMPRIME DISPERSIBLE,BOITE DE 14,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"59,90","37,50","35,68",1478,,73,24,49,49,34,15,15,13,2,23,2,21,Slow,20,False
AMM ENREGISTREE,Commercialisé,NEOMOX,1 G,COMPRIME DISPERSIBLE,BOITE DE 24,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"90,40","56,50","53,83",1479,,188,31,157,180,31,149,149,33,116,116,11,105,Medium,30,False
AMM ENREGISTREE,Commercialisé,NEOMOX,125 MG,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 100 ML,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"23,70","14,80","14,14",1480,,118,50,68,68,3,65,104,33,71,71,26,45,Medium,30,False
AMM ENREGISTREE,Commercialisé,NEOMOX,125 MG,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"14,30","8,90","8,53",1481,,110,44,66,66,2,64,64,44,20,20,6,14,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,NEOMOX,250 MG,COMPRIME DISPERSIBLE,BOITE DE 12,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"28,60","17,90","17,02",1482,,147,18,129,157,18,139,139,32,107,107,11,96,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,NEOMOX,250 MG,COMPRIME DISPERSIBLE,BOITE DE 24,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"43,80","27,40","26,09",1483,,73,15,58,58,25,33,33,22,11,11,9,2,Slow,20,True
AMM ENREGISTREE,Commercialisé,NEOMOX,250 MG,POUDRE POUR SOLUTION BUVABLE,FLACON DE 100 ML,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"31,40","19,60","18,72",1484,,118,3,115,115,36,79,113,25,88,88,27,61,Medium,30,False
AMM ENREGISTREE,Commercialisé,NEOMOX,250 MG,POUDRE POUR SOLUTION BUVABLE,FLACON DE 60 ML,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"22,80","14,30","13,60",1485,,141,41,100,100,48,52,52,35,17,17,8,9,Fast,40,True
AMM ENREGISTREE,Commercialisé AO / Export,NEOMOX,500 MG / ML,INJECTABLE,1 AMPOULE,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"10,20","6,40","6,06",1486,,102,35,67,67,3,64,64,15,49,49,0,49,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,NEOMOX,500 MG,GELULE,BOITE DE 12,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"32,30","20,20","19,24",1487,,157,49,108,108,44,64,84,22,62,62,41,21,Fast,40,True
AMM ENREGISTREE,Commercialisé,NEOMOX,500 MG,POUDRE POUR SOLUTION BUVABLE,FLACON DE 100 ML,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"52,10","32,60","31,01",1488,,159,0,159,159,5,154,154,36,118,118,43,75,Medium,30,False
AMM ENREGISTREE,Commercialisé,NEOMOX,500 MG,POUDRE POUR SOLUTION BUVABLE,FLACON DE 60 ML,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"31,30","19,50","18,61",1489,,59,41,18,62,5,57,57,0,57,57,5,52,Slow,20,False
AMM ENREGISTREE,Commercialisé,NEOMOX,500 MG,COMPRIME DISPERSIBLE,BOITE DE 12,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"32,30","20,20","19,24",1490,,151,47,104,104,6,98,98,14,84,84,39,45,Medium,30,False
AMM ENREGISTREE,Commercialisé,NEOMOX,500 MG,COMPRIME DISPERSIBLE,BOITE DE 24,GN,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"56,90","35,50","33,86",1491,,132,41,91,91,33,58,98,45,53,53,13,40,Fast,40,False
AMM ENREGISTREE,Commercialisé AO / Export,NEURID,"0,005",SOLUTION BUVABLE,FLACON DE 125 ML,GN,SULPIRIDE,NEUROLOGIE-PSYCHIATRIE,GALENICA,"15,30","9,50","9,09",1492,,147,25,122,122,39,83,83,10,73,73,45,28,Medium,30,True
AMM ENREGISTREE,Commercialisé AO / Export,NEURID,200 MG,COMPRIME,BOITE DE 12,GN,SULPIRIDE,NEUROLOGIE-PSYCHIATRIE,GALENICA,"53,40","33,40","31,78",1493,,181,36,145,145,8,137,157,8,149,149,35,114,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,NEURID,50 MG,GELULE,BOITE DE 20,GN,SULPIRIDE,NEUROLOGIE-PSYCHIATRIE,GALENICA,"26,40","16,50","15,71",1494,,114,19,95,95,10,85,85,23,62,62,8,54,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,PELOXIL,"0,02",LOTION,FLACON DE 60 ML,GN,MINOXIDIL,DERMATOLOGIE,GALENICA,"172,90","108,10","102,92",1495,,91,35,56,56,16,40,40,32,8,8,3,5,Medium,30,True
AMM ENREGISTREE,Commercialisé AO / Export,PENICILLINE G GALENICA,1 MUI,INJECTABLE,1 FLACON,GN,PENICILLINE G (SODIQUE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"7,10","4,50","4,26",1496,,153,24,129,167,22,145,145,28,117,117,25,92,Medium,30,False
AMM ENREGISTREE,Commercialisé,PENISTAPH,125 MG / 5 ML,POUDRE POUR SOLUTION BUVABLE,FLACON DE 100 ML,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"24,30","15,20","14,46",1497,,176,50,126,126,33,93,93,2,91,91,26,65,Medium,30,False
AMM ENREGISTREE,Commercialisé Export,PENISTAPH,125 MG / 5 ML,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"16,80","10,50","10,01",1498,,89,3,86,86,49,37,37,23,14,14,8,6,Medium,30,True
AMM ENREGISTREE,Commercialisé,PENISTAPH,250 MG / 5 ML,POUDRE POUR SOLUTION BUVABLE,FLACON DE 100 ML,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"50,50","31,50","30,04",1499,,152,30,122,122,39,83,112,6,106,106,38,68,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,PENISTAPH,250 MG / 5 ML,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"33,60","21,00","20,03",1500,,70,50,20,61,7,54,54,0,54,54,6,48,Slow,20,False
AMM ENREGISTREE,Commercialisé,PENISTAPH,500 MG,GELULE,BOITE DE 12,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"43,90","27,40","26,15",1501,,144,20,124,173,30,143,143,25,118,118,4,114,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,PENISTAPH,500 MG,GELULE,BOITE DE 16,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"65,40","40,90","38,94",1502,,68,5,63,63,42,21,21,21,0,0,0,0,Slow,20,True
AMM ENREGISTREE,Commercialisé,PENISTAPH,500 MG,GELULE,BOITE DE 24,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"83,20","52,00","49,51",1503,,67,31,36,36,6,30,30,0,30,63,7,56,Slow,20,False
AMM ENREGISTREE,Commercialisé,PERNABOL,"0,04 G",SIROP,FLACON DE 125 ML,GN,CYPROHEPTADINE,METABOLISME NUTRITION DIABETE,GALENICA,"12,70","7,90","7,54",1504,,122,19,103,150,39,111,111,35,76,76,7,69,Medium,30,False
AMM ENREGISTREE,Commercialisé,PERNABOL,4 MG,COMPRIME,BOITE DE 30,GN,CYPROHEPTADINE,METABOLISME NUTRITION DIABETE,GALENICA,"15,70","9,80","9,35",1505,,190,40,150,150,45,105,105,40,65,65,3,62,Fast,40,False
AMM ENREGISTREE,Commercialisé,PERNABOL,4 MG,COMPRIME,BOITE DE 90,GN,CYPROHEPTADINE,METABOLISME NUTRITION DIABETE,GALENICA,"40,70","25,50","24,25",1506,,164,35,129,129,8,121,121,4,117,117,24,93,Slow,20,False
AMM ENREGISTREE,Commercialisé,PERVITAL,0,SIROP,FLACON DE 125 ML,GN,CYPROHEPTADINE // VITAMINES,METABOLISME NUTRITION DIABETE,GALENICA,"23,10","14,40","13,77",1507,,164,10,154,154,13,141,141,6,135,135,16,119,Slow,20,False
AMM ENREGISTREE,Commercialisé,PERVITAL,0,COMPRIME,BOITE DE 20,GN,CYPROHEPTADINE // VITAMINES,METABOLISME NUTRITION DIABETE,GALENICA,"41,00","25,60","24,39",1508,,154,0,154,182,33,149,149,38,111,111,41,70,Medium,30,False
